area type,availability,location,size,society,total sqft,bath,balcony,price
built up  area,ready to move,btm layout,3 BHK,grrvagr,2400,3.0,2.0,220.0
super built up  area,ready to move,haralur road,4 BHK,oznzaes,3700,4.0,2.0,325.0
super built up  area,ready to move,sarjapur  road,3 BHK,klark l,1691,3.0,2.0,93.01
plot  area,18 mar,chikka tirupathi,3 Bedroom,theanmp,2325,3.0,2.0,95.0
plot  area,ready to move,thyagaraja nagar,5 Bedroom,grrvagr,570,5.0,0.0,80.0
super built up  area,ready to move,akshaya nagar,3 BHK,dlhtsnd,1896,3.0,2.0,102.0
super built up  area,17 oct,banashankari stage v,3 BHK,naiewre,1540,3.0,2.0,48.51
super built up  area,ready to move,cambridge layout,2 BHK,grrvagr,1244,2.0,2.0,95.0
super built up  area,ready to move,hormavu,3 BHK,naandit,1365,2.0,2.0,65.0
super built up  area,18 may,thanisandra,1 BHK,saskybl,580,1.0,1.0,27.5
plot  area,ready to move,bharat nagar,3 Bedroom,grrvagr,1500,4.0,2.0,180.0
super built up  area,ready to move,8th phase jp nagar,2 BHK,hmityld,1513,2.0,3.0,62.0
super built up  area,ready to move,banashankari,2 BHK,grrvagr,1175,2.0,1.0,41.13
super built up  area,17 jan,thanisandra,3 BHK,soitya,2087,4.0,2.0,139.0
super built up  area,21 dec,talaghattapura,3 BHK,sodgere,2273,3.0,2.0,145.0
super built up  area,19 may,thanisandra,3 BHK,g conth,2050,3.0,2.0,150.0
built up  area,ready to move,garebhavipalya,2 Bedroom,grrvagr,1200,2.0,1.0,75.0
super built up  area,ready to move,whitefield,2 BHK,grrvagr,1190,2.0,3.0,59.0
super built up  area,ready to move,kodigehalli,4 BHK,grrvagr,600,3.0,2.0,85.0
super built up  area,18 apr,marathahalli,2 BHK,grrvagr,1019,2.0,2.0,49.86
super built up  area,ready to move,thigalarapalya,3 BHK,prtanha,1830,3.0,2.0,133.0
plot  area,ready to move,channasandra,7 Bedroom,grrvagr,4278,7.0,1.0,299.0
super built up  area,ready to move,sarjapur  road,2 BHK,mamelka,1028,2.0,1.0,56.0
built up  area,ready to move,old madras road,2 BHK,sastaat,1300,2.0,2.0,100.0
super built up  area,ready to move,whitefield,2 BHK,maoma p,1160,2.0,1.0,67.0
super built up  area,ready to move,mahadevpura,3 BHK,grrvagr,1505,3.0,2.0,78.0
plot  area,ready to move,ramchandrapuram,1 Bedroom,grrvagr,400,2.0,1.0,50.0
super built up  area,ready to move,sarjapur,2 BHK,grrvagr,1175,2.0,1.0,41.68
super built up  area,ready to move,janatha colony,2 BHK,smrryny,1100,2.0,2.0,57.6
super built up  area,ready to move,vishwanatha nagenahalli,3 BHK,prbayga,2159,3.0,2.0,120.0
super built up  area,18 may,devanahalli,2 BHK,jurdsig,1230,2.0,1.0,56.45
plot  area,ready to move,gkvk layout,3 Bedroom,grrvagr,1200,4.0,2.0,180.0
built up  area,ready to move,channasandra layout,5 Bedroom,grrvagr,3100,6.0,1.0,165.0
super built up  area,18 jun,old madras road,5 BHK,brica e,4500 - 5540,7.0,0.0,287.0
built up  area,ready to move,hegganahalli,1 Bedroom,grrvagr,1200,1.0,0.0,48.0
super built up  area,ready to move,dodsworth layout,2 BHK,chisei,1340,2.0,1.0,71.0
super built up  area,ready to move,banashankari,3 BHK,vimesar,1750,2.0,2.0,89.0
super built up  area,ready to move,banashankari stage ii,2 BHK,grrvagr,1400,2.0,1.0,100.0
built up  area,ready to move,nagarbhavi,3 BHK,grrvagr,1350,3.0,0.0,60.0
super built up  area,ready to move,rmv extension,3 BHK,reion m,1675,3.0,3.0,62.0
super built up  area,21 dec,thanisandra,2 BHK,bhe 2ko,1340,2.0,1.0,66.33
built up  area,ready to move,malleshwaram,2 Bedroom,grrvagr,600,1.0,0.0,68.0
super built up  area,ready to move,hulimavu,2 BHK,vandak,1276,2.0,2.0,76.0
super built up  area,ready to move,ramagondanahalli,3 BHK,srdor s,1738,2.0,3.0,76.0
super built up  area,ready to move,"hoodi circle,",2 BHK,grrvagr,1190,2.0,2.0,59.9
super built up  area,18 apr,electronic city,2 BHK,prarkun,1128,2.0,1.0,65.45
super built up  area,ready to move,veersandra,2 BHK,shnto f,1250,2.0,1.0,55.0
built up  area,ready to move,iti layout,2 BHK,soarkge,1450,2.0,2.0,90.0
super built up  area,ready to move,kudlu,2 BHK,mrvar s,1084,2.0,1.0,53.0
built up  area,ready to move,kaggadasapura,4 BHK,grrvagr,2150,4.0,2.0,90.0
built up  area,ready to move,koramangala,4 Bedroom,grrvagr,6000,4.0,0.0,625.0
plot  area,ready to move,nagarbhavi,4 Bedroom,grrvagr,600,3.0,0.0,77.0
super built up  area,ready to move,hosur road,2 BHK,kelmsoy,1250,2.0,2.0,65.0
plot  area,ready to move,seegehalli,3 Bedroom,grrvagr,2400,4.0,1.0,240.0
super built up  area,ready to move,begur,3 BHK,spews l,1304,3.0,0.0,65.0
super built up  area,ready to move,rajaji nagar,3 BHK,brway g,1640,3.0,2.0,268.0
built up  area,ready to move,7th phase jp nagar,2 BHK,brnia g,980,2.0,1.0,77.44
super built up  area,ready to move,ramanashree enclave,2 BHK,sumesa,1275,2.0,2.0,49.5
plot  area,ready to move,"yelahanka,mvit college",1 Bedroom,grrvagr,10030,1.0,1.0,150.0
plot  area,ready to move,banjara layout,3 Bedroom,grrvagr,2500,4.0,0.0,140.0
built up  area,ready to move,bidadi,4 Bedroom,grrvagr,3600,4.0,0.0,225.0
plot  area,ready to move,anekal,3 Bedroom,srbiaxu,2400,4.0,0.0,95.0
super built up  area,ready to move,chikku lakshmaiah layout,3 BHK,prlis a,2300,3.0,2.0,280.0
super built up  area,18 may,kanakpura road,3 BHK,wiowsri,1450,2.0,2.0,70.18
super built up  area,ready to move,electronic city,2 BHK,mvnexde,890,2.0,1.0,40.0
super built up  area,ready to move,bannerghatta road,2 BHK,esave e,1340,2.0,3.0,85.0
super built up  area,ready to move,vidyaranyapura,3 BHK,grrvagr,1100,2.0,1.0,75.0
super built up  area,ready to move,kengeri,2 BHK,vbvenal,750,2.0,1.0,40.0
plot  area,ready to move,basaveshwara nagar,4 Bedroom,grrvagr,700,4.0,2.0,125.0
super built up  area,ready to move,akshaya nagar,2 BHK,dlhtsnd,1300,2.0,2.0,66.0
super built up  area,21 dec,hrbr layout,2 BHK,grrvagr,1301,2.0,1.0,120.0
built up  area,ready to move,gnana bharathi,9 Bedroom,grrvagr,3200,8.0,1.0,130.0
plot  area,ready to move,pillahalli,3 Bedroom,grrvagr,1900,2.0,2.0,92.0
super built up  area,19 jul,kanakpura road,2 BHK,soazak,1299,2.0,1.0,105.0
super built up  area,18 may,anugrah layout,3 BHK,grrvagr,1250,3.0,3.0,40.0
plot  area,ready to move,whitefield,4 Bedroom,ieuseut,1600,4.0,2.0,300.0
super built up  area,ready to move,kalkere,2 BHK,sothin,925,2.0,1.0,55.0
plot  area,ready to move,meenakunte,3 Bedroom,sreat r,3900,3.0,3.0,250.0
super built up  area,ready to move,uttarahalli,2 BHK,grrvagr,1107,2.0,1.0,45.0
plot  area,ready to move,ramesh nagar,2 Bedroom,grrvagr,1400,2.0,2.0,160.0
super built up  area,ready to move,electronics city phase 1,2 BHK,grrvagr,1300,2.0,1.0,67.0
built up  area,ready to move,yeshwanthpur,2 BHK,grrvagr,570,2.0,1.0,62.0
super built up  area,ready to move,hiremath layout,3 BHK,madorsp,1715,3.0,2.0,95.0
built up  area,ready to move,uttarahalli,2 BHK,grrvagr,1200,2.0,1.0,55.0
plot  area,ready to move,9th block jayanagar,6 Bedroom,grrvagr,1200,5.0,1.0,280.0
super built up  area,ready to move,ashok nagar,2 BHK,grrvagr,703,2.0,1.0,60.0
super built up  area,18 sep,talaghattapura,2 BHK,grrvagr,921,2.0,2.0,29.47
super built up  area,ready to move,marathahalli,2 BHK,saavean,1144,2.0,2.0,65.0
super built up  area,21 jan,kanakpura road,1 BHK,prarepa,525,1.0,1.0,26.01
super built up  area,ready to move,suddaguntepalya,3 BHK,asnex a,1400,2.0,2.0,56.0
super built up  area,18 jun,balagere,1 BHK,soresea,661,1.0,1.0,33.0
plot  area,ready to move,upkar layout,6 Bedroom,grrvagr,1200,6.0,2.0,160.0
built up  area,ready to move,kengeri satellite town,5 BHK,grrvagr,1200,5.0,2.0,70.0
super built up  area,ready to move,yelahanka,3 BHK,prensya,1705,3.0,1.0,91.0
plot  area,ready to move,anjana nagar,5 Bedroom,grrvagr,1035,5.0,1.0,170.0
super built up  area,ready to move,kadugodi,3 BHK,srldsnt,1430,2.0,0.0,55.0
super built up  area,ready to move,marathahalli,2 BHK,srconor,1240,2.0,2.0,55.0
super built up  area,ready to move,electronics city phase 1,2 BHK,grrvagr,1000,2.0,3.0,28.0
plot  area,ready to move,gollarahatti,4 Bedroom,grrvagr,740,2.0,1.0,24.5
super built up  area,ready to move,uttarahalli,3 BHK,slnsspr,1330,2.0,2.0,46.45
super built up  area,ready to move,sarjapur  road,4 BHK,adeatlm,3005,5.0,2.0,275.0
super built up  area,ready to move,shivaji nagar,3 BHK,fbazaah,1300,3.0,2.0,170.0
built up  area,ready to move,kengeri satellite town,4 Bedroom,grrvagr,936,2.0,1.0,60.84
super built up  area,18 apr,banashankari stage iii,3 BHK,grrvagr,1500,2.0,2.0,100.0
plot  area,ready to move,kodigehalli,3 Bedroom,grrvagr,1200,4.0,1.0,156.0
built up  area,ready to move,cox town,2 BHK,grrvagr,1073,2.0,2.0,72.0
built up  area,ready to move,kudlu,2 BHK,gkityde,1300,2.0,2.0,56.0
plot  area,18 may,sarjapur,4 Bedroom,prldsum,4201,4.0,3.0,435.0
super built up  area,18 apr,whitefield,2 BHK,prtates,1216,2.0,1.0,66.88
built up  area,ready to move,jigani,3 BHK,dlhtsen,1252,3.0,2.0,59.0
super built up  area,19 aug,hormavu,2 BHK,grrvagr,1196,2.0,1.0,44.8
built up  area,ready to move,kudlu,2 BHK,srrnasa,1027,2.0,2.0,44.0
plot  area,ready to move,padmanabhanagar,3 Bedroom,grrvagr,610,2.0,1.0,75.0
super built up  area,ready to move,poornapragna housing society layout,3 BHK,grrvagr,1270,2.0,2.0,57.15
super built up  area,16 nov,mico layout,2 BHK,prs 2hi,1171,2.0,2.0,39.0
super built up  area,ready to move,kothannur,3 BHK,grrvagr,1215,2.0,3.0,48.6
plot  area,ready to move,venkateswara nagar,1 Bedroom,grrvagr,600,1.0,0.0,20.0
super built up  area,19 dec,whitefield,2 BHK,oreldhi,1180,2.0,1.0,77.0
built up  area,18 aug,electronic city phase ii,2 BHK,sryalan,1160,2.0,1.0,33.51
plot  area,ready to move,chikkagubbi,4 Bedroom,lgrldti,4382,4.0,3.0,400.0
super built up  area,20 sep,whitefield,3 BHK,goted u,2140,3.0,2.0,139.0
super built up  area,ready to move,yeshwanthpur,3 BHK,goandac,1500,3.0,1.0,100.0
super built up  area,ready to move,banaswadi,2 BHK,naavehi,1008,2.0,2.0,52.0
super built up  area,ready to move,ambedkar nagar,3 BHK,soechha,1921,4.0,3.0,129.0
super built up  area,ready to move,electronic city,2 BHK,puncyya,1127,2.0,2.0,32.0
super built up  area,18 may,rajaji nagar,3 BHK,pumesim,1621,3.0,1.0,124.0
plot  area,ready to move,poornapragna housing society layout,3 Bedroom,grrvagr,2400,3.0,0.0,360.0
super built up  area,ready to move,banashankari 2 nd stage,3 BHK,grrvagr,1030,2.0,2.0,77.25
super built up  area,18 aug,whitefield,2 BHK,grrvagr,1314,2.0,1.0,84.0
super built up  area,ready to move,choodasandra,3 BHK,grhtiru,1220,3.0,1.0,56.0
plot  area,18 mar,banashankari stage vi,4 Bedroom,grrvagr,600,3.0,1.0,97.0
built up  area,ready to move,jp nagar,3 BHK,meowns,1590,2.0,3.0,85.0
super built up  area,ready to move,shivaji nagar,2 BHK,grrvagr,703,2.0,1.0,49.5
super built up  area,18 aug,hosakerehalli,3 BHK,maunt m,1795,3.0,2.0,64.62
built up  area,ready to move,gottigere,4 Bedroom,grrvagr,3000,3.0,0.0,132.0
super built up  area,18 dec,sarjapur  road,4 BHK,klark l,4395,4.0,2.0,242.0
super built up  area,ready to move,electronic city,2 BHK,kbityo,825,2.0,1.0,35.0
super built up  area,18 dec,yelahanka,4 BHK,nileyap,4025,6.0,1.0,350.0
super built up  area,22 jan,vajarahalli,3 BHK,grrvagr,1254,2.0,1.0,70.0
built up  area,ready to move,ramagondanahalli,3 BHK,grrvagr,2040,3.0,2.0,114.0
super built up  area,ready to move,malleshwaram,3 BHK,sariaat,2475,4.0,3.0,337.0
super built up  area,ready to move,cambridge layout,3 BHK,bhacy l,1669,3.0,2.0,298.0
super built up  area,ready to move,nagappa reddy layout,3 BHK,roarkan,1820,3.0,2.0,79.5
super built up  area,19 dec,horamavu agara,3 BHK,prhar g,1623,3.0,1.0,89.0
super built up  area,ready to move,electronic city,2 BHK,elodsre,1200,2.0,2.0,40.5
super built up  area,ready to move,gottigere,3 BHK,sklls c,1613,3.0,3.0,72.0
super built up  area,ready to move,rajiv gandhi nagar,2 BHK,almid p,1293,2.0,2.0,80.0
super built up  area,ready to move,hoskote,2 BHK,corus c,1065,2.0,2.0,28.5
super built up  area,18 apr,kudlu gate,2 BHK,sunetso,940,2.0,1.0,69.57
super built up  area,ready to move,sarjapur  road,3 BHK,trurea,1181,2.0,1.0,65.0
super built up  area,ready to move,malleshwaram,3 BHK,sariaat,2215,3.0,2.0,275.0
built up  area,ready to move,marathahalli,1 BHK,rookajh,1100,2.0,2.0,75.0
super built up  area,ready to move,mla layout,2 BHK,grrvagr,1050,2.0,1.0,36.0
super built up  area,ready to move,subramanyapura,3 BHK,mayne a,1260,2.0,1.0,75.0
super built up  area,ready to move,banashankari stage ii,5 BHK,grrvagr,2800,3.0,2.0,425.0
super built up  area,ready to move,dodda banaswadi,3 BHK,grrvagr,1500,3.0,2.0,56.0
plot  area,ready to move,kr puram,6 Bedroom,coronte,1200,6.0,3.0,132.0
plot  area,18 may,esther enclave layout,2 Bedroom,grrvagr,1000,2.0,0.0,66.0
super built up  area,ready to move,whitefield,3 BHK,paantpl,1530,3.0,3.0,73.0
super built up  area,ready to move,dodda nekkundi extension,3 BHK,alecone,1864,3.0,3.0,115.0
built up  area,ready to move,sarjapur,3 BHK,coa it,1575,3.0,3.0,55.0
plot  area,18 dec,attibele,3 Bedroom,akarkti,1200,3.0,2.0,105.0
super built up  area,ready to move,raja rajeshwari nagar,2 BHK,deade a,945,2.0,1.0,45.0
super built up  area,ready to move,sarjapur  road,3 BHK,klark l,1691,3.0,2.0,100.0
plot  area,ready to move,kr garden,2 Bedroom,grrvagr,1200,2.0,3.0,135.0
built up  area,18 aug,electronic city phase ii,3 BHK,sryalan,1220,3.0,1.0,35.25
built up  area,ready to move,kengeri,1 BHK,khnumla,600,1.0,1.0,35.0
super built up  area,18 aug,whitefield,2 BHK,ssdhimr,1160,2.0,2.0,39.0
super built up  area,ready to move,dodda nekkundi extension,3 BHK,alecone,1950,2.0,2.0,89.5
super built up  area,ready to move,vittasandra,3 BHK,prlla c,1650,3.0,1.0,85.0
built up  area,ready to move,annapurneshwari nagar,4 Bedroom,grrvagr,2400,4.0,1.0,150.0
super built up  area,ready to move,abbigere,2 BHK,sltias,795,1.0,1.0,32.6
plot  area,ready to move,raghavendra nagar,5 Bedroom,grrvagr,800,5.0,1.0,95.0
plot  area,ready to move,tc palaya,5 Bedroom,grrvagr,1400,5.0,1.0,97.0
super built up  area,ready to move,kalyan nagar,3 BHK,grrvagr,2285,4.0,1.0,165.0
super built up  area,ready to move,kammagondahalli,2 BHK,diiter,1263,2.0,1.0,51.5
super built up  area,ready to move,nanjappa layout vidyaranyapura,5 BHK,grrvagr,1200,4.0,2.0,115.0
super built up  area,ready to move,hennur,3 BHK,sluresi,1345,2.0,1.0,69.0
built up  area,ready to move,d group employees layout,5 Bedroom,grrvagr,4400,5.0,3.0,240.0
super built up  area,ready to move,electronic city,3 BHK,gmown e,1360,2.0,1.0,58.0
super built up  area,ready to move,sarjapur  road,2 BHK,grrvagr,1026,2.0,1.0,60.55
super built up  area,ready to move,alfa garden layout,2 BHK,grrvagr,1050,2.0,2.0,38.0
super built up  area,ready to move,uttarahalli,3 BHK,grrvagr,1460,3.0,3.0,76.0
super built up  area,ready to move,banagiri nagar,3 BHK,grrvagr,1525,2.0,2.0,91.48
built up  area,ready to move,kanakpura road,3 BHK,puandhi,1843,3.0,2.0,85.0
super built up  area,18 aug,ananth nagar,2 BHK,grrvagr,1000,2.0,3.0,25.0
super built up  area,ready to move,koramangala,3 BHK,khage g,1642,2.0,1.0,115.0
super built up  area,ready to move,austin town,2 BHK,grrvagr,975,2.0,1.0,60.0
super built up  area,ready to move,bisuvanahalli,3 BHK,prityel,1075,2.0,1.0,44.0
super built up  area,18 feb,panathur,2 BHK,grrvagr,1210,2.0,1.0,77.93
super built up  area,ready to move,rammana layout,3 BHK,grrvagr,2000,3.0,2.0,100.0
super built up  area,ready to move,akshaya nagar,2 BHK,dlhtsnd,1225,2.0,0.0,68.0
super built up  area,ready to move,jakkur,2 BHK,hraniib,1290,2.0,1.0,80.04
built up  area,ready to move,remco bhel layout,2 BHK,grrvagr,1220,2.0,0.0,56.0
plot  area,ready to move,a narayanapura,1 Bedroom,grrvagr,1500,2.0,0.0,85.0
super built up  area,ready to move,kaggadasapura,2 BHK,maisehi,1361,2.0,2.0,79.0
plot  area,ready to move,frazer town,5 Bedroom,grrvagr,2801.25,4.0,1.0,462.0
built up  area,ready to move,1st phase jp nagar,2 BHK,ncaveun,1394,2.0,2.0,85.0
super built up  area,ready to move,yelahanka,2 BHK,grrvagr,870,2.0,1.0,27.0
plot  area,ready to move,marasandra,4 Bedroom,grrvagr,5000,5.0,3.0,300.0
super built up  area,18 may,rajaji nagar,2 BHK,pumesim,1222,2.0,2.0,98.0
super built up  area,ready to move,bellandur,3 BHK,grrvagr,1846,3.0,2.0,135.0
plot  area,ready to move,benson town,2 Bedroom,grrvagr,1688.12,2.0,1.0,270.0
super built up  area,ready to move,yeshwanthpur,2 BHK,ibityin,1167,2.0,2.0,64.08
super built up  area,ready to move,ananth nagar,2 BHK,grrvagr,902,2.0,2.0,25.0
super built up  area,ready to move,kannamangala,4 BHK,grrvagr,2422,4.0,3.0,135.0
built up  area,ready to move,rajapura,2 BHK,grrvagr,1000,2.0,0.0,50.0
built up  area,ready to move,kundalahalli,2 BHK,grrvagr,1260,2.0,0.0,58.0
built up  area,ready to move,banashankari stage ii,3 Bedroom,grrvagr,3000,3.0,2.0,450.0
super built up  area,ready to move,jigani,2 BHK,dlhtsen,939,2.0,2.0,39.0
plot  area,ready to move,konanakunte,9 Bedroom,grrvagr,1590,6.0,1.0,150.0
plot  area,ready to move,jalahalli,1 Bedroom,grrvagr,600,1.0,0.0,37.0
built up  area,ready to move,8th phase jp nagar,2 BHK,grrvagr,1298,2.0,1.0,59.0
super built up  area,ready to move,marathahalli,3 BHK,asintas,1710,3.0,2.0,135.0
super built up  area,ready to move,subramanyapura,2 BHK,srnumum,1000,2.0,1.0,45.0
super built up  area,ready to move,ramagondanahalli,3 BHK,reitice,3350,3.0,3.0,150.0
plot  area,ready to move,bagalakunte,2 Bedroom,grrvagr,1200,4.0,1.0,138.0
built up  area,ready to move,rpc layout,2 BHK,grrvagr,1100,2.0,2.0,68.0
super built up  area,ready to move,jalahalli,1 BHK,vaniai,615,1.0,1.0,46.0
super built up  area,18 apr,sarjapur  road,2 BHK,pualesk,1350,2.0,1.0,85.0
built up  area,ready to move,sultan palaya,4 Bedroom,grrvagr,5000,5.0,2.0,325.0
super built up  area,ready to move,cunningham road,3 BHK,lelia m,2700,3.0,1.0,501.0
plot  area,ready to move,vijaya bank layout,6 Bedroom,grrvagr,4000,6.0,2.0,460.0
super built up  area,ready to move,hegde nagar,3 BHK,soiniy,1718,3.0,2.0,130.0
super built up  area,ready to move,7th phase jp nagar,3 BHK,eladero,1680,3.0,2.0,112.0
plot  area,ready to move,hulimavu,2 Bedroom,grrvagr,1500,2.0,0.0,90.0
super built up  area,18 may,sarjapur  road,3 BHK,asastde,1157,2.0,1.0,72.0
super built up  area,ready to move,akshaya nagar,2 BHK,grrvagr,1179,2.0,1.0,51.0
super built up  area,ready to move,hulimavu,2 BHK,ratosar,1255 - 1375,2.0,0.0,60.48
super built up  area,18 mar,phase 1 kammasandra,2 BHK,grrvagr,1105,2.0,2.0,28.18
super built up  area,ready to move,banashankari,3 BHK,bregae,1800,3.0,2.0,175.0
super built up  area,ready to move,jalahalli east,2 BHK,shshasa,1010,2.0,1.0,52.0
super built up  area,18 jan,electronic city,1 BHK,prarkun,630,1.0,1.0,46.0
plot  area,19 apr,anekal,2 Bedroom,grrvagr,1200,2.0,1.0,36.1
super built up  area,ready to move,kaval byrasandra,2 BHK,grrvagr,1025,2.0,1.0,60.0
super built up  area,ready to move,hennur road,2 BHK,grrvagr,1195,2.0,2.0,59.0
super built up  area,18 feb,whitefield,2 BHK,alsta f,1012,2.0,1.0,58.0
super built up  area,ready to move,hegde nagar,3 BHK,soitaca,1884,4.0,2.0,118.0
super built up  area,ready to move,sarjapura   attibele road,2 BHK,soe 2as,1090,2.0,1.0,37.0
super built up  area,ready to move,amblipura,4 BHK,idldsin,2950,4.0,2.0,250.0
super built up  area,ready to move,harlur,3 BHK,srendpo,1710,3.0,3.0,85.0
super built up  area,ready to move,uttarahalli,3 BHK,grrvagr,1500,3.0,1.0,68.0
super built up  area,ready to move,kodichikkanahalli,3 BHK,jae 1ke,1310,2.0,2.0,53.0
super built up  area,18 dec,dommasandra,2 BHK,grrvagr,674,1.0,1.0,19.9
built up  area,ready to move,hoodi,3 BHK,grrvagr,1350,3.0,2.0,70.0
built up  area,ready to move,hennur gardens,3 BHK,plhtshe,1464,2.0,2.0,115.0
built up  area,ready to move,marsur,3 BHK,asara s,715,2.0,1.0,29.0
built up  area,18 dec,electronic city,3 BHK,grrvagr,1400,2.0,1.0,40.45
super built up  area,19 dec,electronic city phase ii,3 BHK,dsinest,1625,2.0,2.0,48.75
built up  area,18 dec,electronic city,2 BHK,grrvagr,1065,2.0,1.0,30.76
plot  area,ready to move,kumaraswami layout,6 Bedroom,grrvagr,510,4.0,1.0,70.0
super built up  area,ready to move,hmt layout,3 BHK,grrvagr,1385,3.0,3.0,90.0
super built up  area,ready to move,cv raman nagar,2 BHK,jkmesho,1040,2.0,1.0,50.0
super built up  area,ready to move,haralur road,3 BHK,grrvagr,1817,3.0,2.0,110.0
super built up  area,ready to move,volagerekallahalli,2 BHK,psteras,1205,2.0,1.0,47.0
super built up  area,ready to move,volagerekallahalli,2 BHK,grrvagr,1070,2.0,2.0,33.43
super built up  area,ready to move,kodathi,2 BHK,grrvagr,1070,2.0,1.0,52.0
super built up  area,ready to move,amruthahalli,2 BHK,grrvagr,1340,2.0,1.0,75.0
super built up  area,ready to move,kalena agrahara,2 BHK,aromee,980,2.0,2.0,35.0
built up  area,ready to move,8th phase jp nagar,2 BHK,svthaho,1006,2.0,0.0,44.0
super built up  area,ready to move,thanisandra,2 BHK,bhmesy,1098,2.0,1.0,71.0
built up  area,ready to move,mico layout,2 BHK,myeurgr,1200,2.0,1.0,53.5
super built up  area,ready to move,thigalarapalya,4 BHK,prtanha,4190,4.0,2.0,325.0
